Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Education_ScreenTime,Recreational_ScreenTime,device_usage_share,has_health_issue,screen_time_zscore
10,Female,0,Tablet,FALSE,0.54,None,Urban,0,0,47.03459638,1,0.551242818
11,Male,3.45,Tablet,TRUE,0.33,None,Urban,1.1385,2.3115,47.03459638,1,-0.135509428
17,Female,6.49,Tablet,TRUE,0.49,None,Rural,3.1801,3.3099,12.6029654,1,-0.932840425
9,Male,5.19,Tablet,TRUE,0.54,None,Urban,2.8026,2.3874,14.75494234,1,0.795680058
14,Female,5.51,Tablet,TRUE,0.38,None,Rural,2.0938,3.4162,25.60749588,1,-2.533322353
12,Male,2.81,Tablet,FALSE,0.32,None,Rural,0.8992,1.9108,12.6029654,1,0.382464724
11,Male,4.63,Tablet,TRUE,0.4,None,Rural,1.852,2.778,47.03459638,1,-0.688403185
15,Male,2.71,Tablet,FALSE,0.33,None,Rural,0.8943,1.8157,47.03459638,1,0.359184987
11,Male,1.36,Tablet,FALSE,0.49,None,Urban,0.6664,0.6936,14.75494234,1,-0.350846996
16,Female,4.74,Tablet,TRUE,0.47,None,Urban,2.2278,2.5122,47.03459638,1,-0.76406233
9,Male,6.51,Tablet,TRUE,0.55,None,Urban,3.5805,2.9295,14.75494234,1,0.737480715
14,Male,6.94,Tablet,TRUE,0.44,None,Urban,3.0536,3.8864,25.60749588,1,0.202046761
10,Male,5.9,Tablet,TRUE,0.53,None,Urban,3.127,2.773,14.75494234,1,-0.72332279
15,Male,5.67,Tablet,TRUE,0.47,None,Urban,2.6649,3.0051,47.03459638,1,-0.228628376
14,Female,2.43,Tablet,FALSE,0.5,None,Urban,1.215,1.215,12.6029654,1,0.731660781
9,Female,1.46,Tablet,FALSE,0.56,None,Urban,0.8176,0.6424,25.60749588,1,-0.013290808
17,Male,2.95,Tablet,FALSE,0.36,None,Urban,1.062,1.888,25.60749588,1,1.755969215
14,Female,0.48,Tablet,FALSE,0.39,None,Urban,0.1872,0.2928,25.60749588,1,-1.29367635
9,Male,0.92,Tablet,FALSE,0.47,None,Urban,0.4324,0.4876,12.6029654,1,-0.176248968
8,Female,1.2,Tablet,FALSE,0.41,None,Rural,0.492,0.708,47.03459638,1,-0.403226405
9,Male,0.34,Tablet,FALSE,0.51,None,Urban,0.1734,0.1666,25.60749588,1,-0.740782593
9,Male,0.01,Tablet,FALSE,0.54,None,Urban,0.0054,0.0046,47.03459638,1,-0.793162002
18,Female,3.48,Tablet,TRUE,0.41,None,Urban,1.4268,2.0532,47.03459638,1,1.84326823
9,Male,2.6,Tablet,TRUE,0.51,None,Urban,1.326,1.274,47.03459638,1,-0.531264959
14,Female,2.77,Tablet,FALSE,0.32,None,Urban,0.8864,1.8836,25.60749588,1,-0.176248968
8,Female,6.96,Tablet,TRUE,0.55,None,Urban,3.828,3.132,47.03459638,1,-0.374126733
9,Male,1.51,Tablet,FALSE,0.49,None,Urban,0.7399,0.7701,25.60749588,1,0.609442161
12,Male,2.24,Tablet,FALSE,0.49,None,Rural,1.0976,1.1424,12.6029654,1,1.494072173
14,Female,2.05,Tablet,FALSE,0.48,None,Rural,0.984,1.066,47.03459638,1,-0.403226405
16,Male,3.88,Tablet,TRUE,0.38,None,Rural,1.4744,2.4056,47.03459638,1,0.440664067
9,Male,0,Tablet,FALSE,0.45,None,Urban,0,0,47.03459638,1,2.303043038
10,Female,1.51,Tablet,FALSE,0.4,None,Urban,0.604,0.906,47.03459638,1,1.016837561
10,Male,0.05,Tablet,FALSE,0.55,None,Rural,0.0275,0.0225,25.60749588,1,-1.45663451
10,Male,0,Tablet,FALSE,0.54,None,Urban,0,0,14.75494234,1,1.366033618
8,Female,0.98,Tablet,FALSE,0.49,None,Urban,0.4802,0.4998,47.03459638,1,0.591982358
9,Female,6.01,Tablet,TRUE,0.42,None,Urban,2.5242,3.4858,47.03459638,1,-1.433354773
8,Male,4.26,Tablet,TRUE,0.52,None,Urban,2.2152,2.0448,47.03459638,1,0.522143147
16,Male,5.49,Tablet,TRUE,0.49,None,Rural,2.6901,2.7999,47.03459638,1,0.225326498
10,Male,2.15,Tablet,TRUE,0.48,None,Rural,1.032,1.118,47.03459638,1,0.725840847
8,Male,2.1,Tablet,TRUE,0.51,None,Urban,1.071,1.029,47.03459638,1,-0.263547982
17,Female,2.76,Tablet,FALSE,0.44,None,Urban,1.2144,1.5456,25.60749588,1,-0.269367916
8,Female,6.23,Tablet,TRUE,0.54,None,Urban,3.3642,2.8658,12.6029654,1,1.115776444
8,Female,0,Tablet,FALSE,0.42,None,Urban,0,0,47.03459638,1,-0.828081608
11,Female,2.64,Tablet,FALSE,0.47,None,Urban,1.2408,1.3992,47.03459638,1,-0.327567259
18,Female,5.74,Tablet,TRUE,0.47,None,Urban,2.6978,3.0422,25.60749588,1,0.347545118
8,Male,2.22,Tablet,TRUE,0.43,None,Urban,0.9546,1.2654,47.03459638,1,-0.129689493
10,Male,2.12,Tablet,TRUE,0.46,None,Urban,0.9752,1.1448,12.6029654,1,0.463943804
15,Female,5.32,Tablet,TRUE,0.31,None,Urban,1.6492,3.6708,14.75494234,1,0.446484001
10,Male,1.92,Tablet,FALSE,0.52,None,Urban,0.9984,0.9216,47.03459638,1,1.005197693
10,Female,2.68,Tablet,TRUE,0.59,None,Urban,1.5812,1.0988,47.03459638,1,0.888799007
10,Male,1.37,Tablet,FALSE,0.51,None,Rural,0.6987,0.6713,25.60749588,1,-0.222808442
8,Male,2.62,Tablet,TRUE,0.5,None,Urban,1.31,1.31,25.60749588,1,0.533783015
14,Female,2.95,Tablet,FALSE,0.44,None,Urban,1.298,1.652,47.03459638,1,-0.426506142
9,Male,2.03,Tablet,TRUE,0.54,None,Urban,1.0962,0.9338,47.03459638,1,-0.612744039
8,Female,2.32,Tablet,TRUE,0.54,None,Rural,1.2528,1.0672,12.6029654,1,0.446484001
8,Female,2.89,Tablet,TRUE,0.55,None,Urban,1.5895,1.3005,47.03459638,1,-0.170429033
9,Female,1.81,Tablet,FALSE,0.44,None,Rural,0.7964,1.0136,12.6029654,1,-0.636023776
12,Male,2.33,Tablet,FALSE,0.34,None,Urban,0.7922,1.5378,12.6029654,1,-2.358724325
8,Male,2.46,Tablet,TRUE,0.5,None,Urban,1.23,1.23,25.60749588,1,0.440664067
10,Male,0,Tablet,FALSE,0.4,None,Rural,0,0,25.60749588,1,0.021628798
14,Female,5.56,Tablet,TRUE,0.43,None,Urban,2.3908,3.1692,47.03459638,1,0.411564395
11,Female,4.18,Tablet,TRUE,0.37,None,Urban,1.5466,2.6334,25.60749588,1,-2.533322353
10,Male,0,Tablet,FALSE,0.48,None,Urban,0,0,25.60749588,1,0.929538547
10,Male,0,Tablet,FALSE,0.41,None,Urban,0,0,25.60749588,1,-0.531264959
13,Male,2.36,Tablet,FALSE,0.47,None,Urban,1.1092,1.2508,12.6029654,1,0.167127155
8,Female,1.82,Tablet,FALSE,0.43,None,Urban,0.7826,1.0374,14.75494234,1,0.21368663
9,Male,0,Tablet,FALSE,0.48,None,Urban,0,0,25.60749588,1,0.656001635
12,Female,3.57,Tablet,TRUE,0.45,None,Urban,1.6065,1.9635,47.03459638,1,-0.426506142
10,Male,3.82,Tablet,TRUE,0.53,None,Rural,2.0246,1.7954,47.03459638,1,-0.15296923
9,Male,2.76,Tablet,TRUE,0.55,None,Urban,1.518,1.242,25.60749588,1,-0.141329362
18,Male,2.88,Tablet,FALSE,0.38,None,Rural,1.0944,1.7856,47.03459638,1,0.359184987
13,Male,7.21,Tablet,TRUE,0.41,None,Urban,2.9561,4.2539,14.75494234,1,0.789860124
9,Male,1.6,Tablet,FALSE,0.49,None,Urban,0.784,0.816,47.03459638,1,0.202046761
16,Female,3.77,Tablet,TRUE,0.39,None,Urban,1.4703,2.2997,25.60749588,1,1.045937233
9,Female,2.88,Tablet,TRUE,0.56,None,Urban,1.6128,1.2672,47.03459638,1,0.568702621
9,Male,4.92,Tablet,TRUE,0.42,None,Urban,2.0664,2.8536,47.03459638,1,-1.183097599
8,Female,2.56,Tablet,TRUE,0.58,None,Rural,1.4848,1.0752,47.03459638,1,0.004168995
15,Female,4.23,Tablet,TRUE,0.32,None,Urban,1.3536,2.8764,47.03459638,1,0.522143147
9,Male,2.73,Tablet,TRUE,0.56,None,Urban,1.5288,1.2012,47.03459638,1,-0.15296923
8,Female,1.42,Tablet,FALSE,0.41,None,Urban,0.5822,0.8378,47.03459638,1,-2.533322353
8,Female,1.94,Tablet,FALSE,0.56,None,Urban,1.0864,0.8536,14.75494234,1,-0.589464302
14,Female,3.58,Tablet,TRUE,0.33,None,Urban,1.1814,2.3986,47.03459638,1,2.553300213
8,Male,0,Tablet,FALSE,0.43,None,Rural,0,0,47.03459638,1,2.12844501
10,Female,1.82,Tablet,FALSE,0.4,None,Rural,0.728,1.092,25.60749588,1,0.778220255
9,Male,0.15,Tablet,FALSE,0.49,None,Rural,0.0735,0.0765,25.60749588,1,0.70256111
8,Female,6.94,Tablet,TRUE,0.41,None,Urban,2.8454,4.0946,25.60749588,1,0.085648075
8,Male,0,Tablet,FALSE,0.41,None,Rural,0,0,25.60749588,1,-0.088949953
10,Male,2.09,Tablet,TRUE,0.48,None,Urban,1.0032,1.0868,47.03459638,1,0.103107878
10,Male,2.78,Tablet,TRUE,0.54,None,Urban,1.5012,1.2788,47.03459638,1,0.312625513
11,Male,1.99,Tablet,FALSE,0.48,None,Urban,0.9552,1.0348,47.03459638,1,-0.327567259
9,Male,3.63,Tablet,TRUE,0.48,None,Urban,1.7424,1.8876,25.60749588,1,-0.310107456
8,Female,2.83,Tablet,TRUE,0.43,None,Urban,1.2169,1.6131,12.6029654,1,-0.147149296
8,Female,0.89,Tablet,FALSE,0.52,None,Urban,0.4628,0.4272,47.03459638,1,-2.533322353
9,Male,5.58,Tablet,TRUE,0.46,None,Urban,2.5668,3.0132,12.6029654,1,-0.211168573
8,Male,1.9,Tablet,FALSE,0.57,None,Urban,1.083,0.817,47.03459638,1,-0.403226405
17,Male,2.97,TV,FALSE,0.48,None,Rural,1.4256,1.5444,47.03459638,1,-0.589464302
11,Male,2.08,TV,FALSE,0.31,None,Rural,0.6448,1.4352,47.03459638,1,1.994586521
16,Male,4.1,TV,TRUE,0.49,None,Rural,2.009,2.091,47.03459638,1,-0.793162002
17,Female,3.25,TV,TRUE,0.37,None,Rural,1.2025,2.0475,12.6029654,1,0.463943804
12,Female,5.18,TV,TRUE,0.44,None,Rural,2.2792,2.9008,47.03459638,1,1.011017627
16,Male,2.56,TV,FALSE,0.47,None,Rural,1.2032,1.3568,47.03459638,1,-2.440203405
14,Female,4.51,TV,TRUE,0.41,None,Rural,1.8491,2.6609,47.03459638,1,1.738509413
13,Female,3.11,TV,TRUE,0.32,None,Rural,0.9952,2.1148,12.6029654,1,0.37664479
18,Male,2.12,TV,FALSE,0.48,None,Rural,1.0176,1.1024,25.60749588,1,0.236966367
17,Male,5.42,TV,TRUE,0.37,None,Rural,2.0054,3.4146,47.03459638,1,0.778220255
13,Male,2.93,TV,FALSE,0.36,None,Rural,1.0548,1.8752,47.03459638,1,-2.003708333
11,Male,3.61,TV,TRUE,0.39,None,Rural,1.4079,2.2021,47.03459638,1,-0.024930676
13,Male,7.03,TV,TRUE,0.49,None,Rural,3.4447,3.5853,47.03459638,1,0.882979073
11,Male,4.08,TV,TRUE,0.35,None,Rural,1.428,2.652,47.03459638,1,-0.391586536
16,Male,2.93,TV,FALSE,0.44,None,Rural,1.2892,1.6408,47.03459638,1,0.05072847
15,Female,3.64,TV,TRUE,0.37,None,Rural,1.3468,2.2932,47.03459638,1,0.341725184
13,Female,3.64,TV,TRUE,0.36,None,Rural,1.3104,2.3296,47.03459638,1,-0.176248968
12,Male,2.69,TV,FALSE,0.46,None,Rural,1.2374,1.4526,47.03459638,1,2.378702184
11,Female,5.44,TV,TRUE,0.35,None,Rural,1.904,3.536,47.03459638,1,-0.542904828
18,Male,2.65,TV,FALSE,0.42,None,Rural,1.113,1.537,25.60749588,1,-0.339207128
17,Female,4.22,TV,TRUE,0.31,None,Rural,1.3082,2.9118,25.60749588,1,1.744329347
16,Female,1.62,TV,FALSE,0.44,None,Rural,0.7128,0.9072,47.03459638,1,-1.142358059
14,Male,5.4,TV,TRUE,0.41,None,Rural,2.214,3.186,25.60749588,1,0.434844133
12,Male,3.14,TV,TRUE,0.34,None,Rural,1.0676,2.0724,14.75494234,1,-0.420686208
12,Female,2.41,TV,FALSE,0.47,None,Rural,1.1327,1.2773,14.75494234,1,-0.042390479
11,Male,3.42,TV,TRUE,0.31,None,Rural,1.0602,2.3598,14.75494234,1,0.679281373
17,Female,3.6,TV,TRUE,0.43,None,Rural,1.548,2.052,47.03459638,1,0.45812387
12,Female,2.87,TV,FALSE,0.48,None,Rural,1.3776,1.4924,47.03459638,1,-0.991039768
16,Male,4.09,TV,TRUE,0.48,None,Rural,1.9632,2.1268,25.60749588,1,0.423204264
12,Male,5.4,TV,TRUE,0.3,None,Rural,1.62,3.78,12.6029654,1,-0.19370877
13,Male,2.78,TV,FALSE,0.36,None,Rural,1.0008,1.7792,47.03459638,1,0.673461438
12,Male,4.1,TV,TRUE,0.5,None,Rural,2.05,2.05,14.75494234,1,-0.339207128
14,Female,5.75,TV,TRUE,0.42,None,Rural,2.415,3.335,14.75494234,1,-0.734962659
12,Male,2.9,TV,FALSE,0.39,None,Rural,1.131,1.769,12.6029654,1,1.022657495
16,Male,2.84,TV,FALSE,0.42,None,Rural,1.1928,1.6472,12.6029654,1,0.161307221
15,Female,6.77,TV,TRUE,0.41,None,Rural,2.7757,3.9943,47.03459638,1,1.930567244
18,Female,5.22,TV,TRUE,0.36,None,Rural,1.8792,3.3408,47.03459638,1,0.725840847
16,Female,3.94,TV,TRUE,0.35,None,Rural,1.379,2.561,25.60749588,1,0.341725184
18,Female,1.69,TV,FALSE,0.38,None,Rural,0.6422,1.0478,12.6029654,1,-0.39740647
17,Female,3.92,TV,TRUE,0.46,None,Rural,1.8032,2.1168,47.03459638,1,-0.653483579
11,Male,3.73,TV,TRUE,0.39,None,Rural,1.4547,2.2753,47.03459638,1,1.953846981
17,Female,4.34,TV,TRUE,0.3,None,Rural,1.302,3.038,12.6029654,1,0.830599664
15,Female,2.89,TV,FALSE,0.35,None,Rural,1.0115,1.8785,25.60749588,1,-0.76406233
18,Female,2.19,TV,FALSE,0.33,None,Rural,0.7227,1.4673,14.75494234,1,-1.188917533
18,Female,3.75,TV,TRUE,0.37,None,Rural,1.3875,2.3625,47.03459638,1,-1.695251816
16,Male,2.37,TV,FALSE,0.42,None,Rural,0.9954,1.3746,14.75494234,1,0.411564395
17,Male,2.64,TV,FALSE,0.4,None,Rural,1.056,1.584,25.60749588,1,0.813139861
13,Female,3.31,TV,TRUE,0.45,None,Rural,1.4895,1.8205,12.6029654,1,1.02847743
17,Male,3.01,TV,TRUE,0.33,None,Rural,0.9933,2.0167,14.75494234,1,0.731660781
12,Female,4.64,TV,TRUE,0.37,None,Rural,1.7168,2.9232,14.75494234,1,0.574522555
13,Female,2.59,TV,FALSE,0.39,None,Rural,1.0101,1.5799,14.75494234,1,1.453332633
15,Female,4.32,TV,TRUE,0.31,None,Rural,1.3392,2.9808,14.75494234,1,-0.851361345
12,Male,3.37,TV,TRUE,0.5,None,Rural,1.685,1.685,25.60749588,1,1.464972501
17,Female,4.03,TV,TRUE,0.44,None,Rural,1.7732,2.2568,47.03459638,1,-0.222808442
17,Male,6.36,TV,TRUE,0.45,None,Rural,2.862,3.498,47.03459638,1,-0.84554141
14,Female,2.75,TV,FALSE,0.37,None,Rural,1.0175,1.7325,14.75494234,1,-0.187888836
18,Female,3.95,TV,TRUE,0.31,None,Rural,1.2245,2.7255,14.75494234,1,1.022657495
15,Female,4.6,TV,TRUE,0.32,None,Rural,1.472,3.128,47.03459638,1,-0.729142725
13,Male,2.77,TV,FALSE,0.5,None,Rural,1.385,1.385,12.6029654,1,-1.765091028
12,Male,2.67,TV,FALSE,0.32,None,Rural,0.8544,1.8156,47.03459638,1,-0.985219833
18,Male,3.51,TV,TRUE,0.3,None,Rural,1.053,2.457,12.6029654,1,-0.921200556
18,Female,2.1,TV,FALSE,0.33,None,Rural,0.693,1.407,25.60749588,1,0.859699335
11,Female,2.35,TV,FALSE,0.45,None,Rural,1.0575,1.2925,47.03459638,1,1.005197693
13,Female,2.93,TV,FALSE,0.36,None,Rural,1.0548,1.8752,47.03459638,1,-0.216988508
15,Female,2.46,TV,FALSE,0.35,None,Rural,0.861,1.599,47.03459638,1,0.108927812
15,Female,5.6,TV,TRUE,0.47,None,Rural,2.632,2.968,47.03459638,1,-0.106409756
17,Male,5.02,TV,TRUE,0.34,None,Rural,1.7068,3.3132,14.75494234,1,0.242786301
11,Male,6.64,TV,TRUE,0.35,None,Rural,2.324,4.316,47.03459638,1,0.440664067
15,Female,5.82,TV,TRUE,0.4,None,Rural,2.328,3.492,47.03459638,1,1.400953224
17,Male,2.93,TV,FALSE,0.47,None,Rural,1.3771,1.5529,25.60749588,1,-1.363515562
17,Female,1.63,TV,FALSE,0.5,None,Rural,0.815,0.815,47.03459638,1,0.789860124
15,Male,5.5,TV,TRUE,0.34,None,Rural,1.87,3.63,47.03459638,1,-0.473065616
14,Male,4.63,TV,TRUE,0.36,None,Rural,1.6668,2.9632,25.60749588,1,0.015808864
12,Male,7.96,TV,TRUE,0.42,None,Rural,3.3432,4.6168,47.03459638,1,-1.188917533
16,Male,4.42,TV,TRUE,0.35,None,Rural,1.547,2.873,25.60749588,1,0.248606235
17,Female,2.86,TV,FALSE,0.49,None,Rural,1.4014,1.4586,47.03459638,1,0.568702621
16,Male,4.97,TV,TRUE,0.47,None,Rural,2.3359,2.6341,47.03459638,1,0.330085315
17,Female,1.45,TV,FALSE,0.46,None,Rural,0.667,0.783,25.60749588,1,1.325294078
15,Female,2.51,TV,FALSE,0.33,None,Rural,0.8283,1.6817,25.60749588,1,0.370824855
18,Male,4.18,TV,TRUE,0.46,None,Rural,1.9228,2.2572,14.75494234,1,-0.688403185
13,Male,5.02,TV,TRUE,0.48,None,Rural,2.4096,2.6104,47.03459638,1,-0.921200556
18,Female,5.22,TV,TRUE,0.39,None,Rural,2.0358,3.1842,14.75494234,1,0.452303935
11,Female,4.76,TV,TRUE,0.5,None,Rural,2.38,2.38,25.60749588,1,0.09146801
14,Female,2.27,TV,FALSE,0.32,None,Rural,0.7264,1.5436,47.03459638,1,0.970278087
17,Male,2.07,TV,FALSE,0.37,None,Rural,0.7659,1.3041,47.03459638,1,0.25442617
16,Female,0.65,TV,FALSE,0.31,None,Rural,0.2015,0.4485,47.03459638,1,-0.35666693
11,Male,4.42,TV,TRUE,0.46,None,Rural,2.0332,2.3868,47.03459638,1,1.092496707
12,Male,5.42,TV,TRUE,0.43,None,Rural,2.3306,3.0894,14.75494234,1,-0.688403185
17,Male,6.08,TV,TRUE,0.38,None,Rural,2.3104,3.7696,47.03459638,1,0.586162424
12,Female,5.02,TV,TRUE,0.4,None,Rural,2.008,3.012,25.60749588,1,0.033268667
11,Female,3.19,TV,TRUE,0.4,None,Rural,1.276,1.914,47.03459638,1,2.33214271
18,Male,4.03,TV,TRUE,0.39,None,Rural,1.5717,2.4583,25.60749588,1,-0.612744039
18,Female,2.49,TV,FALSE,0.44,None,Rural,1.0956,1.3944,14.75494234,1,-0.100589822
12,Male,4.83,TV,TRUE,0.48,None,Rural,2.3184,2.5116,14.75494234,1,0.446484001
12,Male,2.43,TV,FALSE,0.42,None,Rural,1.0206,1.4094,14.75494234,1,0.632721898
15,Male,4.94,TV,TRUE,0.49,None,Rural,2.4206,2.5194,47.03459638,1,-0.729142725
11,Male,4.27,TV,TRUE,0.4,None,Rural,1.708,2.562,47.03459638,1,-0.07149015
18,Female,3.98,TV,TRUE,0.46,None,Rural,1.8308,2.1492,25.60749588,1,-0.216988508
14,Male,3.4,TV,TRUE,0.46,None,Rural,1.564,1.836,12.6029654,1,0.749120584
17,Female,2.39,TV,FALSE,0.46,None,Rural,1.0994,1.2906,12.6029654,1,-0.60110417
17,Female,1.67,TV,FALSE,0.41,None,Rural,0.6847,0.9853,47.03459638,1,-1.04923911
16,Male,6.28,TV,TRUE,0.49,None,Rural,3.0772,3.2028,47.03459638,1,-0.76406233
11,Male,6.03,TV,TRUE,0.4,None,Rural,2.412,3.618,12.6029654,1,0.714200978
15,Male,4.93,TV,TRUE,0.44,None,Rural,2.1692,2.7608,25.60749588,1,0.941178415
14,Female,5.82,TV,TRUE,0.45,None,Rural,2.619,3.201,47.03459638,1,-0.263547982
15,Female,2.45,TV,FALSE,0.44,None,Rural,1.078,1.372,12.6029654,1,-1.543933525
14,Female,4.11,TV,TRUE,0.43,None,Rural,1.7673,2.3427,47.03459638,1,-0.083130019
18,Male,4.7,TV,TRUE,0.38,None,Rural,1.786,2.914,12.6029654,1,0.795680058
12,Female,6.21,TV,TRUE,0.43,None,Rural,2.6703,3.5397,47.03459638,1,-0.414866273
17,Male,2.72,TV,FALSE,0.34,None,Rural,0.9248,1.7952,25.60749588,1,-0.065670216
14,Male,5.76,TV,TRUE,0.31,None,Rural,1.7856,3.9744,25.60749588,1,1.331114013
16,Male,5.26,TV,TRUE,0.38,None,Rural,1.9988,3.2612,12.6029654,1,0.522143147
11,Male,6.98,TV,TRUE,0.4,None,Rural,2.792,4.188,25.60749588,1,0.679281373
15,Female,2.69,TV,FALSE,0.32,None,Urban,0.8608,1.8292,47.03459638,1,-0.164609099
15,Female,2.38,TV,FALSE,0.33,None,Urban,0.7854,1.5946,47.03459638,1,0.25442617
18,Male,2.96,TV,FALSE,0.43,None,Urban,1.2728,1.6872,47.03459638,1,0.126387615
11,Male,2.9,TV,FALSE,0.36,None,Urban,1.044,1.856,12.6029654,1,1.19143559
13,Female,1.9,TV,FALSE,0.43,None,Urban,0.817,1.083,47.03459638,1,0.388284658
14,Male,2.89,TV,FALSE,0.37,None,Urban,1.0693,1.8207,25.60749588,1,0.923718613
16,Male,1.75,TV,FALSE,0.35,None,Urban,0.6125,1.1375,47.03459638,1,-0.694223119
15,Female,2.02,TV,FALSE,0.44,None,Urban,0.8888,1.1312,14.75494234,1,1.016837561
18,Male,2.55,TV,FALSE,0.33,None,Urban,0.8415,1.7085,14.75494234,1,1.011017627
18,Male,2.92,TV,FALSE,0.38,None,Urban,1.1096,1.8104,47.03459638,1,-0.129689493
18,Female,2.81,TV,FALSE,0.34,None,Urban,0.9554,1.8546,14.75494234,1,0.190406893
17,Female,2.69,TV,FALSE,0.46,None,Urban,1.2374,1.4526,25.60749588,1,0.999377758
14,Male,2.83,TV,FALSE,0.48,None,Urban,1.3584,1.4716,47.03459638,1,1.226355195
11,Female,2.44,TV,FALSE,0.42,None,Urban,1.0248,1.4152,47.03459638,1,0.882979073
16,Female,2.93,TV,FALSE,0.48,None,Urban,1.4064,1.5236,47.03459638,1,-1.258756745
11,Male,1.85,TV,FALSE,0.4,None,Urban,0.74,1.11,25.60749588,1,0.720020913
17,Male,2.88,TV,FALSE,0.5,None,Urban,1.44,1.44,25.60749588,1,-1.282036482
17,Male,2.68,TV,FALSE,0.34,None,Urban,0.9112,1.7688,47.03459638,1,0.039088601
13,Male,2.58,TV,FALSE,0.32,None,Urban,0.8256,1.7544,47.03459638,1,1.15069605
13,Female,2.81,TV,FALSE,0.4,None,Urban,1.124,1.686,47.03459638,1,-0.47888555
11,Female,2.11,TV,FALSE,0.46,None,Urban,0.9706,1.1394,12.6029654,1,0.155487287
17,Female,2.27,TV,FALSE,0.4,None,Urban,0.908,1.362,47.03459638,1,1.482432304
12,Male,2.81,TV,FALSE,0.47,None,Urban,1.3207,1.4893,25.60749588,1,0.079828141
14,Female,1.5,TV,FALSE,0.36,None,Urban,0.54,0.96,25.60749588,1,0.900438875
16,Male,2.64,TV,FALSE,0.31,None,Urban,0.8184,1.8216,25.60749588,1,-0.176248968
14,Male,2.85,TV,FALSE,0.37,None,Urban,1.0545,1.7955,47.03459638,1,0.487223541
18,Male,2.44,TV,FALSE,0.41,None,Urban,1.0004,1.4396,25.60749588,1,0.679281373
18,Male,2.37,TV,FALSE,0.38,None,Urban,0.9006,1.4694,25.60749588,1,1.796708755
12,Male,2.31,TV,FALSE,0.31,None,Urban,0.7161,1.5939,14.75494234,1,0.248606235
15,Female,2.97,TV,FALSE,0.37,None,Urban,1.0989,1.8711,25.60749588,1,0.05072847
17,Female,2.89,TV,FALSE,0.47,None,Urban,1.3583,1.5317,47.03459638,1,-0.199528705
12,Female,2.32,TV,FALSE,0.5,None,Urban,1.16,1.16,12.6029654,1,-2.230685771
18,Female,2.68,TV,FALSE,0.39,None,Urban,1.0452,1.6348,14.75494234,1,-0.339207128
18,Female,2.44,TV,FALSE,0.43,None,Urban,1.0492,1.3908,25.60749588,1,0.202046761
11,Female,2.28,TV,FALSE,0.39,None,Urban,0.8892,1.3908,12.6029654,1,-0.554544696
12,Female,2.17,TV,FALSE,0.34,None,Urban,0.7378,1.4322,47.03459638,1,0.795680058
13,Male,2.55,TV,FALSE,0.31,None,Urban,0.7905,1.7595,47.03459638,1,-0.211168573
14,Male,2.44,TV,FALSE,0.48,None,Urban,1.1712,1.2688,47.03459638,1,0.638541833
16,Female,2.95,TV,FALSE,0.46,None,Urban,1.357,1.593,25.60749588,1,0.341725184
13,Female,1.87,TV,FALSE,0.44,None,Urban,0.8228,1.0472,25.60749588,1,1.133236247
12,Male,2.69,TV,FALSE,0.46,None,Urban,1.2374,1.4526,47.03459638,1,-0.11222969
15,Female,2.89,TV,FALSE,0.45,None,Urban,1.3005,1.5895,47.03459638,1,-1.689431882
18,Female,2.57,TV,FALSE,0.45,None,Urban,1.1565,1.4135,25.60749588,1,-1.200557402
13,Female,2.38,TV,FALSE,0.36,None,Urban,0.8568,1.5232,25.60749588,1,0.853879401
13,Male,2.73,TV,FALSE,0.36,None,Urban,0.9828,1.7472,47.03459638,1,-0.374126733
13,Female,2.19,TV,FALSE,0.48,None,Urban,1.0512,1.1388,12.6029654,1,0.196226827
12,Female,2.41,TV,FALSE,0.32,None,Urban,0.7712,1.6388,12.6029654,1,-0.577824433
17,Male,2.13,TV,FALSE,0.5,None,Urban,1.065,1.065,47.03459638,1,-0.35666693
18,Female,2.01,TV,FALSE,0.41,None,Urban,0.8241,1.1859,14.75494234,1,0.574522555
15,Male,2.29,TV,FALSE,0.47,None,Urban,1.0763,1.2137,47.03459638,1,-0.327567259
13,Male,2.87,TV,FALSE,0.34,None,Urban,0.9758,1.8942,47.03459638,1,0.929538547
16,Male,2.76,TV,FALSE,0.32,None,Urban,0.8832,1.8768,25.60749588,1,-0.246088179
14,Male,2.9,TV,FALSE,0.43,None,Urban,1.247,1.653,12.6029654,1,0.813139861
13,Female,2.16,TV,FALSE,0.4,None,Urban,0.864,1.296,47.03459638,1,0.94699835
16,Female,2.86,TV,FALSE,0.45,None,Urban,1.287,1.573,14.75494234,1,-0.566184565
15,Female,2.91,TV,FALSE,0.37,None,Urban,1.0767,1.8333,14.75494234,1,-0.176248968
18,Male,2.5,TV,FALSE,0.47,None,Urban,1.175,1.325,25.60749588,1,-0.205348639
11,Female,2.25,TV,FALSE,0.44,None,Urban,0.99,1.26,14.75494234,1,0.446484001
17,Male,2.16,TV,FALSE,0.35,None,Urban,0.756,1.404,47.03459638,1,1.220535261
16,Male,2.09,TV,FALSE,0.4,None,Urban,0.836,1.254,14.75494234,1,0.074008207
12,Female,2.88,TV,FALSE,0.46,None,Urban,1.3248,1.5552,12.6029654,1,-0.077310085
12,Male,1.86,TV,FALSE,0.44,None,Urban,0.8184,1.0416,47.03459638,1,-0.019110742
